pageReferrer,sessionSource,sessionMedium,sessions,totalUsers
https://www.sparkshark.com/?fbclid=IwY2xjawN5_T1leHRuA2FlbQIxMABicmlkETFQNkpkWXpPSk91NjFXZWhLc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHk-Mkb85vkbs2kDXGy23yWhJhDGd-oBawNSLr_WWpi1ID_od07Q2sVZykSG5_aem_VhR69f3VYjkTvr-P-fwzNA,l.facebook.com,referral,2,1
https://www.sparkshark.com/about-us/,directory,referral,2,2
https://www.sparkshark.com/about-us/,goodleap.lightning.force.com,referral,2,2
https://www.sparkshark.com/about-us/,national.lightning.force.com,referral,2,1
https://www.sparkshark.com/about-us/,search.google.com,referral,2,1
https://www.sparkshark.com/about-us/,yelp.com,referral,2,2
https://www.sparkshark.com/blogs/,claude.ai,referral,2,1
https://www.sparkshark.com/blogs/,sparksharkstg.wpenginepowered.com,referral,2,1
https://www.sparkshark.com/blogs/,tagassistant.google.com,referral,2,2
https://www.sparkshark.com/contact-us/,chatgpt.com,referral,2,1
https://www.sparkshark.com/contact-us/,moranalytics.com,referral,2,2
https://www.sparkshark.com/contact-us/,search.google.com,referral,2,1
https://www.sparkshark.com/contact-us/,yelp.com,referral,2,2
https://www.sparkshark.com/electrical-installation/,googlechrome.github.io,referral,2,1
https://www.sparkshark.com/electrical-panels/,chatgpt.com,referral,2,1
https://www.sparkshark.com/generators/,sparksharkstg.wpenginepowered.com,referral,2,1
https://www.sparkshark.com/residential-electrical-solutions/,googlechrome.github.io,referral,2,1
https://www.sparkshark.com/services/emergency-electrician/,moranalytics.com,referral,2,2
https://www.sparkshark.com/wp-admin/,sparksharkstg.wpenginepowered.com,referral,2,1
https://www.sparkshark.com/wp-admin/edit.php?post_type=page,sparksharkstg.wpenginepowered.com,referral,2,1
https://www.sparkshark.com/wp-admin/post.php?post=314&action=elementor&active-document=2658,tagassistant.google.com,referral,2,1
https://www.sparkshark.com/wp-admin/post.php?post=3177&action=elementor,tagassistant.google.com,referral,2,2
https://www.sparkshark.com/wp-admin/post.php?post=3204&action=elementor,sparksharkstg.wpenginepowered.com,referral,2,1
https://www.yelp.co.uk/,yelp.co.uk,referral,2,2
,m.yelp.ca,referral,1,1
,m.yelp.com,referral,1,1
,moranalytics.com,referral,1,1
,national.lightning.force.com,referral,1,1
,superuser.ib-inet.com,referral,1,1
,yelp.com,referral,1,1
https://admin.yelp.com/,admin.yelp.com,referral,1,1
https://bize.admin.yelp.com/,admin.yelp.com,referral,1,1
https://biztools.corp.google.com/,biztools.corp.google.com,referral,1,1
https://docs.google.com/,chatgpt.com,referral,1,1
https://featured.com/,featured.com,referral,1,1
https://l.facebook.com/,chatgpt.com,referral,1,1
https://m.yelp.ca/,m.yelp.ca,referral,1,1
https://marketspacesales.com/,marketspacesales.com,referral,1,1
https://national.lightning.force.com/,directory,referral,1,1
https://retool.plaid.io/,retool.plaid.io,referral,1,1
https://servicetitan.lightning.force.com/,servicetitan.lightning.force.com,referral,1,1
https://shoguninc0000000000.lightning.force.com/,shoguninc0000000000.lightning.force.com,referral,1,1
https://sparksharkstg.wpenginepowered.com/,sparksharkstg.wpenginepowered.com,referral,1,1
https://superuser.ib-inet.com/,superuser.ib-inet.com,referral,1,1
https://themusemark.com/,themusemark.com,referral,1,1
https://valpak.lightning.force.com/,valpak.lightning.force.com,referral,1,1
https://waimao.office.163.com/,waimao.office.163.com,referral,1,1
https://www.hometalk.com/,hometalk.com,referral,1,1
https://www.linkedin.com/,linkedin.com,referral,1,1
https://www.mapquest.com/,mapquest.com,referral,1,1
https://www.sparkshark.com/,chatgpt.com,referral,1,1
https://www.sparkshark.com/,claude.ai,referral,1,1
https://www.sparkshark.com/,featured.com,referral,1,1
https://www.sparkshark.com/,lm.facebook.com,referral,1,1
https://www.sparkshark.com/,m.yelp.com,referral,1,1
https://www.sparkshark.com/,mapquest.com,referral,1,1
https://www.sparkshark.com/,marketspacesales.com,referral,1,1
https://www.sparkshark.com/,themusemark.com,referral,1,1
https://www.sparkshark.com/,waimao.office.163.com,referral,1,1
https://www.sparkshark.com/,youtube.com,referral,1,1
https://www.sparkshark.com/2024/01/03/ground-fault-interrupters-the-power-of-gfi-outlets-by-flanco-electric/,search.google.com,referral,1,1
https://www.sparkshark.com/2024/01/24/why-you-need-a-professional-for-generator-installation/,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/?fbclid=IwY2xjawLj091leHRuA2FlbQIxMABicmlkETFVSno4OTlGSENBd1NwbHZPAR7tXcSswvuVhYlmeYVHwvmRLs0rSfIMjScB825M-g_7f-dcaWrG2tVO7SiE5Q_aem_K5RFFG0nDsWlkxUwKAi5DA,l.facebook.com,referral,1,1
https://www.sparkshark.com/?fbclid=IwY2xjawQJzUhleHRuA2FlbQIxMABicmlkETJyQlZack1hazFKeFpQREJRc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHgw8JtfiEf1N3RpjAmX4nEpAhnKRyF4A9iXL_Ekjl40AjrmPP-cq-jLSEyc8_aem_PfdqBvOOb3eiBN7A11Ok2A,l.facebook.com,referral,1,1
https://www.sparkshark.com/?nocache=1,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/?open-ea11y-assistant-src=rescan_button&open-ea11y-assistant=1,search.google.com,referral,1,1
https://www.sparkshark.com/?open-ea11y-assistant=1&open-ea11y-assistant-src=WP,search.google.com,referral,1,1
https://www.sparkshark.com/?s=career,directory,referral,1,1
https://www.sparkshark.com/?s=flanco,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_listing,search.google.com,referral,1,1
https://www.sparkshark.com/about-us/,featured.com,referral,1,1
https://www.sparkshark.com/about-us/,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/about-us/,startpage.com,referral,1,1
https://www.sparkshark.com/blogs/,search.google.com,referral,1,1
https://www.sparkshark.com/blogs/,startpage.com,referral,1,1
https://www.sparkshark.com/category/flanco-blog/,lm.facebook.com,referral,1,1
https://www.sparkshark.com/commercial-electrical-solutions/?utm_source=chatgpt.com,chatgpt.com,referral,1,1
https://www.sparkshark.com/contact-us/,bluebbb.org,referral,1,1
https://www.sparkshark.com/contact-us/,docs.google.com,referral,1,1
https://www.sparkshark.com/contact-us/,googlechrome.github.io,referral,1,1
https://www.sparkshark.com/contact-us/,l.facebook.com,referral,1,1
https://www.sparkshark.com/contact-us/,servicetitan.lightning.force.com,referral,1,1
https://www.sparkshark.com/contact-us/,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/electrical-installation/,chatgpt.com,referral,1,1
https://www.sparkshark.com/electrical-installation/,l.facebook.com,referral,1,1
https://www.sparkshark.com/electrical-installation/,search.google.com,referral,1,1
https://www.sparkshark.com/electrical-installation/,valpak.lightning.force.com,referral,1,1
https://www.sparkshark.com/electrical-installation/,waimao.office.163.com,referral,1,1
https://www.sparkshark.com/electrical-installation/,yelp.com,referral,1,1
https://www.sparkshark.com/electrical-panels/,googlechrome.github.io,referral,1,1
https://www.sparkshark.com/electrical-panels/,search.google.com,referral,1,1
https://www.sparkshark.com/electrical-repair-and-service/,chatgpt.com,referral,1,1
https://www.sparkshark.com/electrical-repair-and-service/,directory,referral,1,1
https://www.sparkshark.com/electrical-repair-and-service/,search.google.com,referral,1,1
https://www.sparkshark.com/generators/,chatgpt.com,referral,1,1
https://www.sparkshark.com/generators/,l.facebook.com,referral,1,1
https://www.sparkshark.com/generators/,search.google.com,referral,1,1
https://www.sparkshark.com/generators/,yelp.com,referral,1,1
https://www.sparkshark.com/industrial-electrical-solutions/,search.google.com,referral,1,1
https://www.sparkshark.com/industrial-electrical-solutions/?utm_source=chatgpt.com,chatgpt.com,referral,1,1
https://www.sparkshark.com/lander,search.google.com,referral,1,1
https://www.sparkshark.com/residential-electrical-solutions/,goodleap.lightning.force.com,referral,1,1
https://www.sparkshark.com/residential-electrical-solutions/,l.facebook.com,referral,1,1
https://www.sparkshark.com/residential-electrical-solutions/,search.google.com,referral,1,1
https://www.sparkshark.com/residential-electrical-solutions/,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/services/emergency-electrician/,themusemark.com,referral,1,1
https://www.sparkshark.com/switches-and-outlets/,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/terms-and-condition/,startpage.com,referral,1,1
https://www.sparkshark.com/wp-admin/about.php,search.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/about.php,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/admin.php?page=accessibility-settings,search.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/admin.php?page=elementor-settings,googlechrome.github.io,referral,1,1
https://www.sparkshark.com/wp-admin/admin.php?page=seopress-license,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/admin.php?page=seopress-titles,googlechrome.github.io,referral,1,1
https://www.sparkshark.com/wp-admin/admin.php?page=seopress-xml-sitemap,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/admin.php?page=wpengine-common,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/admin.php?page=wpengine-common&tab=caching&_wpnonce=1e083b54e7,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/admin.php?page=wpengine-common&tab=caching&_wpnonce=4d20efb90b,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/admin.php?page=wpengine-common&tab=caching&_wpnonce=5cd0c4fd1f,googlechrome.github.io,referral,1,1
https://www.sparkshark.com/wp-admin/admin.php?page=wpengine-common&tab=caching&_wpnonce=74d4a3d47b,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/customize.php?return=%2Fwp-admin%2Fthemes.php,googlechrome.github.io,referral,1,1
https://www.sparkshark.com/wp-admin/edit.php?post_type=page,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/options-general.php,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/options-general.php?page=autoptimize,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/plugins.php,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/plugins.php?plugin_status=search&paged=1&s=plu,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/plugins.php?s=plumber&plugin_status=all,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post-new.php?post_type=seopress_404&post_title=2024%2F01%2F03%2Fpowering-tomorrow-a-comprehensive-guide-to-new-construction-wiring-with-flanco-electric-2&prepare_redirect=1&key=0,search.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post-new.php?post_type=seopress_404&post_title=2024%2F01%2F03%2Fpowering-tomorrow-a-comprehensive-guide-to-new-construction-wiring-with-flanco-electric-2&prepare_redirect=1&key=0,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=10216&action=elementor,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=1045&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=1269&action=elementor,search.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=13990&action=edit,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17481&action=edit,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17481&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17484&action=edit,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17484&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17487&action=edit,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17487&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17490&action=edit,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17490&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17493&action=edit,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17493&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17737&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17740&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17745&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=17750&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=2658&action=edit,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=314&action=edit,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=314&action=elementor,googlechrome.github.io,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=314&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=314&action=elementor&active-document=2658,search.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=314&action=elementor&active-document=6,googlechrome.github.io,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=314&action=elementor&active-document=6,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=3166&action=elementor,search.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=3177&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=3185&action=elementor,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=3190&action=elementor,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=3195&action=elementor,search.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=3195&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=3195&action=elementor,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=3210&action=edit,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=3216&action=elementor,googlechrome.github.io,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=3216&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=328&action=elementor,search.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=328&action=elementor,sparksharkstg.wpenginepowered.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=329&action=elementor,search.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=3483&action=elementor,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=3584&action=elementor,tagassistant.google.com,referral,1,1
https://www.sparkshark.com/wp-admin/post.php?post=6&action=edit,googlechrome.github.io,referral,1,1
https://www.sparkshark.com/wp-admin/profile.php,googlechrome.github.io,referral,1,1
https://www.sparkshark.com/wp-admin/themes.php,googlechrome.github.io,referral,1,1
https://www.sparkshark.com/wp-admin/users.php,googlechrome.github.io,referral,1,1
https://www.startpage.com/,startpage.com,referral,1,1
https://www.youtube.com/,youtube.com,referral,1,1
